ID;cpu;sys;inter;ctxsw;KBRead;Reads;KBWrit;Writes;KBIn;PktIn;KBOut;PktOut;Data_original;Unix_time
169;3;2;2014;3757;8;2;88;3;0;1;0;1;2022-04-30-2:14:5;1,65128E+15
170;3;1;2117;3841;20;5;0;0;0;2;0;1;2022-04-30-2:14:6;1,65128E+15
171;5;3;2166;3731;96;23;0;0;0;1;0;1;2022-04-30-2:14:7;1,65128E+15
172;3;2;2331;4169;16;4;784;41;0;1;0;1;2022-04-30-2:14:8;1,65128E+15
173;3;1;1909;3324;8;2;0;0;0;4;0;4;2022-04-30-2:14:9;1,65128E+15
174;5;2;2671;5030;28;7;404;22;0;1;0;1;2022-04-30-2:14:10;1,65128E+14
175;3;1;2094;3710;52;13;1904;57;0;1;0;1;2022-04-30-2:14:11;1,65128E+15
176;5;3;2959;4933;1264;286;0;0;0;2;0;1;2022-04-30-2:14:12;1,65128E+15
177;3;1;2426;4336;36;8;0;0;0;1;0;1;2022-04-30-2:14:13;1,65128E+15
178;5;2;2809;5475;12;3;140;6;1;4;1;5;2022-04-30-2:14:14;1,65128E+15
179;3;1;2089;3788;4;1;88;3;0;2;0;1;2022-04-30-2:14:15;1,65128E+15
180;3;1;2117;3740;0;0;0;0;0;1;0;1;2022-04-30-2:14:16;1,65128E+15
181;3;2;1992;3526;24;6;44;8;0;1;0;1;2022-04-30-2:14:17;1,65128E+15
182;4;2;2216;4101;116;19;0;0;0;2;0;1;2022-04-30-2:14:18;1,65128E+15
183;3;1;1888;3352;0;0;0;0;0;2;0;1;2022-04-30-2:14:19;1,65128E+15
184;5;2;2612;4886;76;11;571;26;0;4;0;1;2022-04-30-2:14:20;1,65128E+14
185;7;2;2001;3558;12;3;0;0;0;3;0;1;2022-04-30-2:14:21;1,65128E+15
186;5;3;2705;4939;16;4;776;92;0;2;0;1;2022-04-30-2:14:22;1,65128E+15
187;4;2;2361;4117;84;21;0;0;0;1;0;1;2022-04-30-2:14:23;1,65128E+15
188;6;3;2960;5527;32;7;256;7;0;4;0;3;2022-04-30-2:14:24;1,65128E+15
189;2;1;2146;3777;16;4;80;3;0;1;0;1;2022-04-30-2:14:25;1,65128E+15
190;3;1;2063;3675;0;0;0;0;0;1;0;1;2022-04-30-2:14:26;1,65128E+15
191;2;1;2001;3531;16;4;20;4;0;2;0;1;2022-04-30-2:14:27;1,65128E+15
192;4;2;2319;4250;80;19;0;0;0;1;0;1;2022-04-30-2:14:28;1,65128E+15
193;2;1;1886;3408;0;0;0;0;0;1;0;1;2022-04-30-2:14:29;1,65128E+15
194;5;2;2465;4783;32;8;503;21;0;2;0;1;2022-04-30-2:14:30;1,65128E+14
195;4;2;1974;3418;2012;34;0;0;0;1;0;1;2022-04-30-2:14:31;1,65128E+15
196;3;1;2251;4172;20;5;8;1;0;1;0;1;2022-04-30-2:14:32;1,65128E+15
197;4;2;2273;4025;28;7;0;0;0;2;0;1;2022-04-30-2:14:33;1,65128E+15
198;5;2;2812;5302;144;16;192;6;0;3;0;3;2022-04-30-2:14:34;1,65128E+15
199;3;2;2238;4035;8;2;76;3;0;1;0;1;2022-04-30-2:14:35;1,65128E+15
200;4;2;2047;3750;24;6;0;0;0;4;1;3;2022-04-30-2:14:36;1,65128E+15
201;4;2;2174;3881;24;6;16;4;0;1;0;1;2022-04-30-2:14:37;1,65128E+15
202;6;3;2839;4981;1309;309;0;0;0;1;0;1;2022-04-30-2:14:38;1,65128E+15
203;3;1;2036;3416;16;4;0;0;1;6;1;5;2022-04-30-2:14:39;1,65128E+15
204;18;10;4012;9885;24;6;7608;1149;0;3;0;1;2022-04-30-2:14:40;1,65128E+14
205;7;4;2236;3978;12;3;0;0;0;5;0;3;2022-04-30-2:14:41;1,65128E+15
206;3;2;2400;4183;16;4;40;7;0;3;0;1;2022-04-30-2:14:42;1,65128E+15
207;3;1;2374;4356;40;6;0;0;0;1;0;1;2022-04-30-2:14:43;1,65128E+15
208;5;3;2904;5515;1128;21;232;11;0;1;0;1;2022-04-30-2:14:44;1,65128E+15
209;3;1;2081;3736;8;2;224;9;0;2;0;1;2022-04-30-2:14:45;1,65128E+15
210;3;1;2079;3732;8;2;0;0;0;1;0;1;2022-04-30-2:14:46;1,65128E+15
211;3;1;2131;3807;144;5;48;9;0;1;0;1;2022-04-30-2:14:47;1,65128E+15
212;3;1;2261;4117;60;14;0;0;0;2;0;1;2022-04-30-2:14:48;1,65128E+15
213;3;2;2080;3650;0;0;0;0;0;3;0;3;2022-04-30-2:14:49;1,65128E+15
214;6;3;2966;5525;28;7;496;19;0;1;0;1;2022-04-30-2:14:50;1,65128E+14
