cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
1,1,143,529,0,0,0,0,0,7,1,11,2022-04-30,22:57:05
0,0,140,519,0,0,0,0,1,8,1,11,2022-04-30,22:57:06
1,0,141,510,0,0,0,0,0,7,1,11,2022-04-30,22:57:07
1,0,143,531,0,0,12,2,0,7,1,10,2022-04-30,22:57:08
1,0,136,501,0,0,0,0,1,8,1,11,2022-04-30,22:57:09
1,0,135,504,0,0,0,0,0,7,1,11,2022-04-30,22:57:10
2,1,131,516,0,0,0,0,0,7,1,11,2022-04-30,22:57:11
0,0,134,502,0,0,0,0,1,8,1,11,2022-04-30,22:57:12
1,0,127,496,0,0,12,2,0,7,1,11,2022-04-30,22:57:13
1,0,136,528,0,0,0,0,0,7,1,11,2022-04-30,22:57:14
0,0,134,515,0,0,0,0,1,8,1,11,2022-04-30,22:57:15
1,0,130,508,0,0,0,0,0,7,2,11,2022-04-30,22:57:16
1,0,139,516,0,0,0,0,0,7,1,11,2022-04-30,22:57:17
1,0,139,519,0,0,12,2,1,8,1,11,2022-04-30,22:57:18
0,0,113,485,0,0,0,0,0,3,0,5,2022-04-30,22:57:19
1,0,124,496,0,0,0,0,0,5,1,8,2022-04-30,22:57:20
1,1,137,502,0,0,0,0,1,8,1,11,2022-04-30,22:57:21
2,1,132,501,0,0,0,0,0,7,1,11,2022-04-30,22:57:22
1,0,128,507,0,0,12,2,0,7,1,11,2022-04-30,22:57:23
0,0,137,525,0,0,0,0,1,8,1,11,2022-04-30,22:57:24
1,1,132,506,0,0,0,0,0,7,1,11,2022-04-30,22:57:25
2,1,135,508,0,0,0,0,0,7,1,11,2022-04-30,22:57:26
1,0,131,508,0,0,0,0,1,8,1,11,2022-04-30,22:57:27
0,0,140,518,0,0,24,4,0,7,1,11,2022-04-30,22:57:28
1,1,132,505,0,0,0,0,1,8,1,12,2022-04-30,22:57:29
0,0,132,513,0,0,0,0,1,8,1,11,2022-04-30,22:57:30
0,0,137,516,0,0,0,0,0,7,1,11,2022-04-30,22:57:31
1,0,139,507,0,0,0,0,0,7,1,10,2022-04-30,22:57:32
1,0,118,501,0,0,52,4,0,3,0,4,2022-04-30,22:57:33
0,0,121,485,0,0,0,0,0,6,1,10,2022-04-30,22:57:34
1,0,137,521,0,0,0,0,0,7,1,11,2022-04-30,22:57:35
1,0,137,504,0,0,0,0,1,8,1,11,2022-04-30,22:57:36
1,1,134,513,0,0,0,0,0,7,1,11,2022-04-30,22:57:37
0,0,139,529,0,0,24,2,0,7,2,11,2022-04-30,22:57:38
