cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
2,1,114,346,0,0,24,3,1,8,1,11,2022-04-30,22:57:33
1,1,113,335,0,0,0,0,0,7,1,11,2022-04-30,22:57:34
2,0,134,361,0,0,32,2,0,7,1,11,2022-04-30,22:57:35
1,1,119,340,0,0,0,0,1,8,1,11,2022-04-30,22:57:36
1,0,109,337,0,0,0,0,0,7,2,11,2022-04-30,22:57:37
0,0,122,360,0,0,24,2,0,7,1,11,2022-04-30,22:57:38
2,1,117,327,0,0,0,0,1,8,1,11,2022-04-30,22:57:39
1,0,130,362,0,0,0,0,0,7,1,11,2022-04-30,22:57:40
1,1,105,332,0,0,0,0,0,7,1,11,2022-04-30,22:57:41
2,1,115,336,0,0,0,0,1,8,1,11,2022-04-30,22:57:42
1,0,121,350,0,0,12,2,0,7,1,11,2022-04-30,22:57:43
1,0,117,335,0,0,0,0,0,7,1,11,2022-04-30,22:57:44
0,0,134,357,0,0,0,0,1,10,1,11,2022-04-30,22:57:45
1,0,117,321,0,0,0,0,0,7,1,11,2022-04-30,22:57:46
1,1,114,333,0,0,0,0,0,7,1,11,2022-04-30,22:57:47
1,0,126,359,0,0,12,2,1,8,1,11,2022-04-30,22:57:48
0,0,113,317,0,0,0,0,0,7,1,11,2022-04-30,22:57:49
2,1,118,338,0,0,0,0,1,8,1,11,2022-04-30,22:57:50
1,0,118,342,0,0,0,0,1,8,1,11,2022-04-30,22:57:51
0,0,115,340,0,0,0,0,0,7,1,10,2022-04-30,22:57:52
1,0,100,316,0,0,12,2,0,2,0,4,2022-04-30,22:57:53
0,0,111,319,0,0,0,0,1,7,1,10,2022-04-30,22:57:54
1,1,120,349,0,0,0,0,0,7,1,11,2022-04-30,22:57:55
0,0,118,335,0,0,0,0,0,7,1,11,2022-04-30,22:57:56
1,0,111,332,0,0,0,0,1,8,1,11,2022-04-30,22:57:57
1,0,127,363,0,0,12,2,0,7,1,11,2022-04-30,22:57:58
2,1,107,343,0,0,0,0,0,7,2,11,2022-04-30,22:57:59
1,0,124,338,0,0,0,0,1,8,1,11,2022-04-30,22:58:00
12,0,140,442,0,0,0,0,0,7,1,11,2022-04-30,22:58:01
1,0,121,346,0,0,0,0,0,7,1,11,2022-04-30,22:58:02
1,0,111,330,0,0,16,2,1,8,1,11,2022-04-30,22:58:03
1,0,111,333,0,0,0,0,0,7,1,11,2022-04-30,22:58:04
1,0,113,341,0,0,8,1,0,7,1,11,2022-04-30,22:58:05
1,0,118,337,0,0,0,0,1,8,1,11,2022-04-30,22:58:06
1,0,113,330,0,0,0,0,0,7,1,11,2022-04-30,22:58:07
0,0,124,360,0,0,24,3,0,7,1,11,2022-04-30,22:58:08
1,0,112,328,0,0,0,0,1,8,1,11,2022-04-30,22:58:09
1,0,112,332,0,0,16,4,0,7,1,11,2022-04-30,22:58:10
1,0,112,335,0,0,0,0,0,7,1,11,2022-04-30,22:58:11
0,0,118,348,0,0,0,0,1,8,1,11,2022-04-30,22:58:12
2,1,113,334,0,0,12,2,0,7,1,11,2022-04-30,22:58:13
1,1,116,339,0,0,0,0,0,7,1,11,2022-04-30,22:58:14
1,0,129,353,0,0,0,0,1,8,1,11,2022-04-30,22:58:15
1,0,115,338,0,0,0,0,0,7,1,11,2022-04-30,22:58:16
